SS,SV,Verse1,TS,TV,Verse2,Label
12,110,حتى إذا استيأس الرسل وظنوا أنهم قد كذبوا جاءهم نصرنا فنجي من نشاء ولا يرد بأسنا عن القوم المجرمين,3,80,ولا يأمركم أن تتخذوا الملائكة والنبيين أربابا أيأمركم بالكفر بعد إذ أنتم مسلمون,0
31,16,يا بني إنها إن تك مثقال حبة من خردل فتكن في صخرة أو في السماوات أو في الأرض يأت بها الله إن الله لطيف خبير,31,33,يا أيها الناس اتقوا ربكم واخشوا يوما لا يجزي والد عن ولده ولا مولود هو جاز عن والده شيئا إن وعد الله حق فلا تغرنكم الحياة الدنيا ولا يغرنكم بالله الغرور,0
87,19,صحف إبراهيم وموسى,53,37,وإبراهيم الذي وفى,1
7,17,ثم لآتينهم من بين أيديهم ومن خلفهم وعن أيمانهم وعن شمائلهم ولا تجد أكثرهم شاكرين,39,63,له مقاليد السماوات والأرض والذين كفروا بآيات الله أولئك هم الخاسرون,0
3,130,يا أيها الذين آمنوا لا تأكلوا الربا أضعافا مضاعفة واتقوا الله لعلكم تفلحون,7,45,الذين يصدون عن سبيل الله ويبغونها عوجا وهم بالآخرة كافرون,0
4,71,يا أيها الذين آمنوا خذوا حذركم فانفروا ثبات أو انفروا جميعا,28,78,قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون,0
16,108,أولئك الذين طبع الله على قلوبهم وسمعهم وأبصارهم وأولئك هم الغافلون,18,42,وأحيط بثمره فأصبح يقلب كفيه على ما أنفق فيها وهي خاوية على عروشها ويقول يا ليتني لم أشرك بربي أحدا,0
40,37,أسباب السماوات فأطلع إلى إله موسى وإني لأظنه كاذبا وكذلك زين لفرعون سوء عمله وصد عن السبيل وما كيد فرعون إلا في تباب,24,40,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ومن لم يجعل الله له نورا فما له من نور,0
16,114,فكلوا مما رزقكم الله حلالا طيبا واشكروا نعمت الله إن كنتم إياه تعبدون,18,35,ودخل جنته وهو ظالم لنفسه قال ما أظن أن تبيد هذه أبدا,0
19,7,يا زكريا إنا نبشرك بغلام اسمه يحيى لم نجعل له من قبل سميا,46,13,إن الذين قالوا ربنا الله ثم استقاموا فلا خوف عليهم ولا هم يحزنون,0
50,6,أفلم ينظروا إلى السماء فوقهم كيف بنيناها وزيناها وما لها من فروج,67,3,الذي خلق سبع سماوات طباقا ما ترى في خلق الرحمن من تفاوت فارجع البصر هل ترى من فطور,1
57,20,اعلموا أنما الحياة الدنيا لعب ولهو وزينة وتفاخر بينكم وتكاثر في الأموال والأولاد كمثل غيث أعجب الكفار نباته ثم يهيج فتراه مصفرا ثم يكون حطاما وفي الآخرة عذاب شديد ومغفرة من الله ورضوان وما الحياة الدنيا إلا متاع الغرور,3,14,زين للناس حب الشهوات من النساء والبنين والقناطير المقنطرة من الذهب والفضة والخيل المسومة والأنعام والحرث ذلك متاع الحياة الدنيا والله عنده حسن المآب,1
29,20,قل سيروا في الأرض فانظروا كيف بدأ الخلق ثم الله ينشئ النشأة الآخرة إن الله على كل شيء قدير,52,35,أم خلقوا من غير شيء أم هم الخالقون,1
19,10,قال رب اجعل لي آية قال آيتك ألا تكلم الناس ثلاث ليال سويا,11,49,تلك من أنباء الغيب نوحيها إليك ما كنت تعلمها أنت ولا قومك من قبل هذا فاصبر إن العاقبة للمتقين,0
48,10,إن الذين يبايعونك إنما يبايعون الله يد الله فوق أيديهم فمن نكث فإنما ينكث على نفسه ومن أوفى بما عاهد عليه الله فسيؤتيه أجرا عظيما,48,18,لقد رضي الله عن المؤمنين إذ يبايعونك تحت الشجرة فعلم ما في قلوبهم فأنزل السكينة عليهم وأثابهم فتحا قريبا,1
24,48,وإذا دعوا إلى الله ورسوله ليحكم بينهم إذا فريق منهم معرضون,4,52,أولئك الذين لعنهم الله ومن يلعن الله فلن تجد له نصيرا,0
14,23,وأدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار خالدين فيها بإذن ربهم تحيتهم فيها سلام,25,75,أولئك يجزون الغرفة بما صبروا ويلقون فيها تحية وسلاما,1
2,175,أولئك الذين اشتروا الضلالة بالهدى والعذاب بالمغفرة فما أصبرهم على النار,3,140,إن يمسسكم قرح فقد مس القوم قرح مثله وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء والله لا يحب الظالمين,0
53,33,أفرأيت الذي تولى,75,32,ولكن كذب وتولى,1
2,27,الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون,13,20,الذين يوفون بعهد الله ولا ينقضون الميثاق,1
25,22,يوم يرون الملائكة لا بشرى يومئذ للمجرمين ويقولون حجرا محجورا,8,50,ولو ترى إذ يتوفى الذين كفروا الملائكة يضربون وجوههم وأدبارهم وذوقوا عذاب الحريق,1
8,2,إنما المؤمنون الذين إذا ذكر الله وجلت قلوبهم وإذا تليت عليهم آياته زادتهم إيمانا وعلى ربهم يتوكلون,9,124,وإذا ما أنزلت سورة فمنهم من يقول أيكم زادته هذه إيمانا فأما الذين آمنوا فزادتهم إيمانا وهم يستبشرون,1
30,24,ومن آياته يريكم البرق خوفا وطمعا وينزل من السماء ماء فيحيي به الأرض بعد موتها إن في ذلك لآيات لقوم يعقلون,4,112,ومن يكسب خطيئة أو إثما ثم يرم به بريئا فقد احتمل بهتانا وإثما مبينا,0
4,123,ليس بأمانيكم ولا أماني أهل الكتاب من يعمل سوءا يجز به ولا يجد له من دون الله وليا ولا نصيرا,2,80,وقالوا لن تمسنا النار إلا أياما معدودة قل أتخذتم عند الله عهدا فلن يخلف الله عهده أم تقولون على الله ما لا تعلمون,1
26,100,فما لنا من شافعين,7,53,هل ينظرون إلا تأويله يوم يأتي تأويله يقول الذين نسوه من قبل قد جاءت رسل ربنا بالحق فهل لنا من شفعاء فيشفعوا لنا أو نرد فنعمل غير الذي كنا نعمل قد خسروا أنفسهم وضل عنهم ما كانوا يفترون,1
25,24,أصحاب الجنة يومئذ خير مستقرا وأحسن مقيلا,25,76,خالدين فيها حسنت مستقرا ومقاما,1
32,26,أولم يهد لهم كم أهلكنا من قبلهم من القرون يمشون في مساكنهم إن في ذلك لآيات أفلا يسمعون,19,98,وكم أهلكنا قبلهم من قرن هل تحس منهم من أحد أو تسمع لهم ركزا,1
24,4,والذين يرمون المحصنات ثم لم يأتوا بأربعة شهداء فاجلدوهم ثمانين جلدة ولا تقبلوا لهم شهادة أبدا وأولئك هم الفاسقون,38,35,قال رب اغفر لي وهب لي ملكا لا ينبغي لأحد من بعدي إنك أنت الوهاب,0
77,46,كلوا وتمتعوا قليلا إنكم مجرمون,31,24,نمتعهم قليلا ثم نضطرهم إلى عذاب غليظ,1
19,49,فلما اعتزلهم وما يعبدون من دون الله وهبنا له إسحاق ويعقوب وكلا جعلنا نبيا,21,72,ووهبنا له إسحاق ويعقوب نافلة وكلا جعلنا صالحين,1
27,66,بل ادارك علمهم في الآخرة بل هم في شك منها بل هم منها عمون,24,47,ويقولون آمنا بالله وبالرسول وأطعنا ثم يتولى فريق منهم من بعد ذلك وما أولئك بالمؤمنين,0
48,22,ولو قاتلكم الذين كفروا لولوا الأدبار ثم لا يجدون وليا ولا نصيرا,20,108,يومئذ يتبعون الداعي لا عوج له وخشعت الأصوات للرحمن فلا تسمع إلا همسا,0
